"NDC11","HICSEQNO","ReportedInactiveID","Note"
"70756020212","002432",24,""
"70756020212","010138",14,""
"70756020212","010141",15,""
"70756020212","010143",16,""
"70756020311","002432",24,""
"70756020311","010138",14,""
"70756020311","010141",15,""
"70756020311","010143",16,""
"70756020312","002432",24,""
"70756020312","010138",14,""
"70756020312","010141",15,""
"70756020312","010143",16,""
"70756020411","002432",24,""
"70756020411","010138",14,""
"70756020511","002432",24,""
"70756020511","010141",15,""
"70756020511","010143",16,""
"70756020611","002432",24,""
"70756021451","002432",24,""
"70756021451","002537",169,""
"70756021451","010138",14,""
"70756021451","010143",16,""
"70756021451","013405",52,""
"70756021490","002432",24,""
"70756021490","002537",169,""
"70756021490","010138",14,""
"70756021490","010143",16,""
"70756021490","013405",52,""
"70756021551","002432",24,""
"70756021551","002537",169,""
"70756021551","013405",52,""
"70756021590","002432",24,""
"70756021590","002537",169,""
"70756021590","013405",52,""
"70756028811","002432",24,""
"70756028812","002432",24,""
"70756028911","002432",24,""
"70756028912","002432",24,""
"70756028951","002432",24,""
"70756029130","002432",24,""
"70756029190","002432",24,""
"70756029230","002432",24,""
"70756029230","010138",14,""
"70756029230","010141",15,""
"70756029290","002432",24,""
"70756029290","010138",14,""
"70756029290","010141",15,""
"70756029330","002432",24,""
"70756029330","010138",14,""
"70756029330","010141",15,""
"70756029390","002432",24,""
"70756029390","010138",14,""
"70756029390","010141",15,""
"70756040511","002432",24,""
"70756040511","002549",98,""
"70756040511","010138",14,""
"70756040511","010141",15,""
"70756040511","010143",16,""
"70756040611","002432",24,""
"70756040611","002549",98,""
"70756040611","010138",14,""
"70756040611","010141",15,""
"70756040711","002432",24,""
"70756040711","002549",98,""
"70756040711","010138",14,""
"70756040711","010141",15,""
"70756040711","010143",16,""
"70756041011","002432",24,""
"70756041011","002549",98,""
"70756041111","002432",24,""
"70756041111","002549",98,""
"70756041111","010138",14,""
"70756041111","010141",15,""
"70756041211","002432",24,""
"70756041211","002549",98,""
"70756041211","010138",14,""
"70756041211","010141",15,""
"70756042322","002549",98,""
"70756042322","011754",4,""
"70756042411","002549",98,""
"70756042411","010141",15,""
"70756042411","010143",16,""
"70756042511","002549",98,""
"70756042511","010143",16,""
"70756042611","002549",98,""
"70756042611","010143",16,""
"70756042711","002549",98,""
"70756042711","010143",16,""
"70756042811","002549",98,""
"70756042811","010143",16,""
"70756042911","002432",24,""
"70756042911","002549",98,""
"70756042912","002432",24,""
"70756042912","002549",98,""
"70756043011","002432",24,""
"70756043011","002549",98,""
"70756043011","010138",14,""
"70756043011","010141",15,""
"70756043012","002432",24,""
"70756043012","002549",98,""
"70756043012","010138",14,""
"70756043012","010141",15,""
"70756044011","002432",24,""
"70756044011","002549",98,""
"70756044011","010138",14,""
"70756044011","010141",15,""
"70756060505","",0,"No Inactive Ingredients Reported"
"70756060525","",0,"No Inactive Ingredients Reported"
"70756060582","",0,"No Inactive Ingredients Reported"
"70756060605","",0,"No Inactive Ingredients Reported"
"70756060685","",0,"No Inactive Ingredients Reported"
"70756060730","003141",8,""
"70756060812","002332",46,""
"70756060860","002332",46,""
"70756060870","002332",46,""
"70756060915","003141",8,""
"70756061030","003141",8,""
"70756061125","",0,"No Inactive Ingredients Reported"
"70756061182","",0,"No Inactive Ingredients Reported"
"70756061212","002332",46,""
"70756061244","002332",46,""
"70756061260","002332",46,""
"70756061270","002332",46,""
"70756061430","003141",8,""
"70756061756","",0,"No Inactive Ingredients Reported"
"70756061825","",0,"No Inactive Ingredients Reported"
"70756061882","",0,"No Inactive Ingredients Reported"
"70756061925","",0,"No Inactive Ingredients Reported"
"70756061985","",0,"No Inactive Ingredients Reported"
"70756062025","",0,"No Inactive Ingredients Reported"
"70756062086","",0,"No Inactive Ingredients Reported"
"70756062125","002332",46,""
"70756062125","006300",54,""
"70756062182","002332",46,""
"70756062182","006300",54,""
"70756062210","002332",46,""
"70756062210","006300",54,""
"70756062285","002332",46,""
"70756062285","006300",54,""
"70756062386","002332",46,""
"70756062386","006300",54,""
"70756062925","003141",8,""
"70756064935","003141",8,""
"70756070130","002432",24,""
"70756070130","010138",14,""
"70756070230","002432",24,""
"70756070360","",0,"No Inactive Ingredients Reported"
"70756070460","",0,"No Inactive Ingredients Reported"
"70756072011","002432",24,""
"70756072011","002537",169,""
"70756072111","002432",24,""
"70756072111","002537",169,""
"70756080630","002549",98,""
"70756080630","002598",83,""
"70756080630","007230",27,""
"70756080630","010138",14,""
"70756080730","002549",98,""
"70756080730","002598",83,""
"70756080730","007230",27,""
"70756080751","002549",98,""
"70756080751","002598",83,""
"70756080751","007230",27,""
"70756080790","002549",98,""
"70756080790","002598",83,""
"70756080790","007230",27,""
"70756080830","002432",24,""
"70756080930","002432",24,""
"70756080990","002432",24,""
"70756081030","002432",24,""
"70756081090","002432",24,""
"70756081230","002432",24,""
"70756081290","002432",24,""
"70756081330","002432",24,""
"70756081390","002432",24,""
"70756081430","002432",24,""
"70756081490","002432",24,""
"70756081560","002432",24,""
"70756081622","002432",24,""
"70795101001","",0,"No Inactive Ingredients Reported"
"70795101005","",0,"No Inactive Ingredients Reported"
"70795101008","",0,"No Inactive Ingredients Reported"
"70795102102","003203",33,""
"70795102104","003203",33,""
"70795112000","",0,"No Inactive Ingredients Reported"
"70795112001","",0,"No Inactive Ingredients Reported"
"70795124100","002537",169,""
"70795125200","002537",169,""
"70795802001","",0,"No Inactive Ingredients Reported"
"70839011230","002432",24,""
"70839011230","002537",169,""
"70839011230","013412",60,""
"70839012530","002432",24,""
"70839012530","002537",169,""
"70839012530","013412",60,""
"70839015030","002537",169,""
"70839030030","002537",169,""
"70839031230","002432",24,""
"70839031230","002537",169,""
"70839031230","013412",60,""
"70839032530","002432",24,""
"70839032530","002537",169,""
"70839032530","013412",60,""
"70842010101","002537",169,""
"70842010101","011039",45,""
"70842010102","002537",169,""
"70842010102","011039",45,""
"70842010103","002537",169,""
"70842010103","011039",45,""
"70842010203","003785",19,""
"70842012001","",0,"No Inactive Ingredients Reported"
"70842012006","",0,"No Inactive Ingredients Reported"
"70842014001","002272",28,""
"70842014003","002272",28,""
"70842016001","",0,"No Inactive Ingredients Reported"
"70842016010","",0,"No Inactive Ingredients Reported"
"70842022501","002272",28,""
"70842024001","002272",28,""
"70842024001","002551",168,""
"70859000101","003785",19,""
"70859000301","002464",65,""
"70859000301","002468",39,""
"70859000301","003203",33,""
"70859000401","002432",24,""
"70859000401","003203",33,""
"70859002803","007543",51,""
"70860010010","",0,"No Inactive Ingredients Reported"
"70860010041","",0,"No Inactive Ingredients Reported"
"70860010310","",0,"No Inactive Ingredients Reported"
"70860010341","",0,"No Inactive Ingredients Reported"
"70860010410","",0,"No Inactive Ingredients Reported"
"70860010441","",0,"No Inactive Ingredients Reported"
"70860010520","",0,"No Inactive Ingredients Reported"
"70860010541","",0,"No Inactive Ingredients Reported"
"70860010610","002272",28,""
"70860010610","002598",83,""
"70860010710","002272",28,""
"70860010710","002598",83,""
"70860011215","",0,"No Inactive Ingredients Reported"
"70860011241","",0,"No Inactive Ingredients Reported"
"70860011315","",0,"No Inactive Ingredients Reported"
"70860011341","",0,"No Inactive Ingredients Reported"
"70860011415","",0,"No Inactive Ingredients Reported"
"70860011441","",0,"No Inactive Ingredients Reported"
"70860011526","",0,"No Inactive Ingredients Reported"
"70860011541","",0,"No Inactive Ingredients Reported"
"70860011626","",0,"No Inactive Ingredients Reported"
"70860011641","",0,"No Inactive Ingredients Reported"
"70860011726","",0,"No Inactive Ingredients Reported"
"70860011741","",0,"No Inactive Ingredients Reported"
"70860011899","",0,"No Inactive Ingredients Reported"
"70860011999","002332",46,""
"70860012020","",0,"No Inactive Ingredients Reported"
"70860012041","",0,"No Inactive Ingredients Reported"
"70860012130","",0,"No Inactive Ingredients Reported"
"70860012141","",0,"No Inactive Ingredients Reported"
"70860012241","",0,"No Inactive Ingredients Reported"
"70860012250","",0,"No Inactive Ingredients Reported"
"70860012399","",0,"No Inactive Ingredients Reported"
"70860012541","",0,"No Inactive Ingredients Reported"
"70860012566","",0,"No Inactive Ingredients Reported"
"70860012620","002332",46,""
"70860012641","002332",46,""
"70860012751","002332",46,""
"70860020005","001539",22,""
"70860020005","009290",13,""
"70860020017","001539",22,""
"70860020017","009290",13,""
"70860020050","001539",22,""
"70860020050","009290",13,""
"70860020210","002272",28,""
"70860020350","002272",28,""
"70860020550","000756",42,""
"70860020550","002272",28,""
"70860020650","",0,"No Inactive Ingredients Reported"
"70860020651","",0,"No Inactive Ingredients Reported"
"70860020805","",0,"No Inactive Ingredients Reported"
"70860020825","",0,"No Inactive Ingredients Reported"
"70860020851","",0,"No Inactive Ingredients Reported"
"70860021051","002332",46,""
"70860021141","001539",22,""
"70860021141","003192",10,""
"70860021174","001539",22,""
"70860021174","003192",10,""
"70860021210","002537",169,""
"70860021461","001539",22,""
"70860021461","002332",46,""
"70860021461","002468",39,""
"70860021461","002537",169,""
"70860021566","001539",22,""
"70860021566","009290",13,""
"70860021567","001539",22,""
"70860021567","009290",13,""
"70860021568","001539",22,""
"70860021568","009290",13,""
"70860021710","",0,"No Inactive Ingredients Reported"
"70860021803","001539",22,""
"70860021803","002468",39,""
"70860021805","001539",22,""
"70860021805","002468",39,""
"70860021810","001539",22,""
"70860021810","002468",39,""
"70860021920","",0,"No Inactive Ingredients Reported"
"70860022130","",0,"No Inactive Ingredients Reported"
"70860022203","",0,"No Inactive Ingredients Reported"
"70860022361","001539",22,""
"70860022510","002272",28,""
"70860030105","002332",46,""
"70860030105","002599",92,""
"70860030110","002332",46,""
"70860030110","002599",92,""
"70860030125","002332",46,""
"70860030125","002599",92,""
"70860030141","002332",46,""
"70860030141","002599",92,""
"70860030142","002332",46,""
"70860030142","002599",92,""
"70860030143","002332",46,""
"70860030143","002599",92,""
"70860030202","",0,"No Inactive Ingredients Reported"
"70860030204","",0,"No Inactive Ingredients Reported"
"70860030210","",0,"No Inactive Ingredients Reported"
"70860030241","",0,"No Inactive Ingredients Reported"
"70860030242","",0,"No Inactive Ingredients Reported"
"70860030243","",0,"No Inactive Ingredients Reported"
"70860030310","",0,"No Inactive Ingredients Reported"
"70860030551","",0,"No Inactive Ingredients Reported"
"70860040010","",0,"No Inactive Ingredients Reported"
"70860040041","",0,"No Inactive Ingredients Reported"
"70860040210","002272",28,""
"70860040241","002272",28,""
"70860040350","000756",42,""
"70860040351","000756",42,""
"70860040504","003192",10,""
"70860040504","003785",19,""
"70860040610","003192",10,""
"70860040610","003785",19,""
"70860045110","002272",28,""
"70860045210","002272",28,""
"70860045310","002272",28,""
"70860045401","",0,"No Inactive Ingredients Reported"
"70860045410","",0,"No Inactive Ingredients Reported"
"70860045441","",0,"No Inactive Ingredients Reported"
"70860050141","",0,"No Inactive Ingredients Reported"
"70860050142","",0,"No Inactive Ingredients Reported"
"70860050181","",0,"No Inactive Ingredients Reported"
"70860050182","",0,"No Inactive Ingredients Reported"
"70860050241","",0,"No Inactive Ingredients Reported"
"70860050281","",0,"No Inactive Ingredients Reported"
"70860060002","003785",19,""
"70860060041","003785",19,""
"70860060105","003192",10,""
"70860060105","003785",19,""
"70860060110","003192",10,""
"70860060110","003785",19,""
"70860060141","003192",10,""
"70860060141","003785",19,""
"70860060142","003192",10,""
"70860060142","003785",19,""
"70860060241","000756",42,""
"70860060282","000756",42,""
"70860060341","000756",42,""
"70860060382","000756",42,""
"70860060441","000756",42,""
"70860060482","000756",42,""
"70860060502","",0,"No Inactive Ingredients Reported"
"70860060503","",0,"No Inactive Ingredients Reported"
"70860060541","",0,"No Inactive Ingredients Reported"
"70860065105","000756",42,""
"70860065110","000756",42,""
"70860065141","000756",42,""
"70860065142","000756",42,""
"70860070001","001539",22,""
"70860070002","001539",22,""
"70860070041","001539",22,""
"70860070101","001539",22,""
"70860070102","001539",22,""
"70860070103","001539",22,""
"70860070104","001539",22,""
"70860070141","001539",22,""
"70860070142","001539",22,""
"70860075102","002272",28,""
"70860075141","002272",28,""
"70860075320","002272",28,""
"70860075320","003192",10,""
"70860075341","002272",28,""
"70860075341","003192",10,""
"70860077602","002332",46,""
"70860077641","002332",46,""
"70860077720","002332",46,""
"70860077720","003203",33,""
"70860077721","002332",46,""
"70860077721","003203",33,""
"70860077802","002600",40,""
"70860077802","003192",10,""
"70860077841","002600",40,""
"70860077841","003192",10,""
"70860078310","002432",24,""
"70860078310","002551",168,""
"70860078310","003785",19,""
"70860078405","003785",19,""
"70860078441","003785",19,""
"70860078505","002272",28,""
"70860078505","002332",46,""
"70860078505","003785",19,""
"70868073016","002468",39,""
"70868073016","002599",92,""
"70868073016","003203",33,""
"70868074016","002468",39,""
"70868074016","002599",92,""
"70868074016","003203",33,""
"70868075016","002468",39,""
"70868075016","003203",33,""
"70868081010","002432",24,""
"70868081010","010143",16,""
"70868081010","013405",52,""
"70868082005","002432",24,""
"70868090190","002537",169,""
"70868091010","002537",169,""
"70877100201","",0,"No Inactive Ingredients Reported"
"70877858801","002549",98,""
"70877858801","010141",15,""
"70877858801","013405",52,""
"70882010330","002272",28,""
"70882010430","002272",28,""
"70882011030","002272",28,""
"70882011330","002549",98,""
"70882011420","002549",98,""
"70882012456","002537",169,""
"70882012530","002537",169,""
"70882012830","002432",24,""
"70882012830","002537",169,""
"70882013021","002432",24,""
"70882013114","002432",24,""
"70882013260","",0,"No Inactive Ingredients Reported"
"70882013360","010141",15,""
"70898019809","",0,"No Inactive Ingredients Reported"
"70898040909","",0,"No Inactive Ingredients Reported"
"70934001030","002332",46,""
"70934001030","002432",24,""
"70934001030","002537",169,""
"70934001130","002332",46,""
"70934001130","002432",24,""
"70934001130","002537",169,""
"70934001590","002272",28,""
"70934001590","002432",24,""
"70934001590","002549",98,""
"70934001590","002598",83,""
"70934001590","010138",14,""
"70934001590","010141",15,""
"70934001590","010143",16,""
"70934003891","002537",169,""
"70934003891","010141",15,""
"70934003894","002537",169,""
"70934003894","010141",15,""
"70934004906","",0,"No Inactive Ingredients Reported"
"70934004910","",0,"No Inactive Ingredients Reported"
"70934004920","",0,"No Inactive Ingredients Reported"
"70934005130","",0,"No Inactive Ingredients Reported"
"70934005190","",0,"No Inactive Ingredients Reported"
"70934006414","002537",169,""
"70934006414","010141",15,""
"70934006491","002537",169,""
"70934006491","010141",15,""
"70934006494","002537",169,""
"70934006494","010141",15,""
"70934007130","002432",24,""
"70934007130","013405",52,""
"70934007190","002432",24,""
"70934007190","013405",52,""
"70934007430","002432",24,""
"70934007430","010143",16,""
"70934007490","002432",24,""
"70934007490","010143",16,""
"70934007530","",0,"No Inactive Ingredients Reported"
"70934007590","",0,"No Inactive Ingredients Reported"
"70934009230","002549",98,""
"70934009230","010138",14,""
"70934009306","002537",169,""
"70934009314","002537",169,""
"70934009407","002537",169,""
"70934009410","002537",169,""
"70934009520","002432",24,""
"70934009521","002432",24,""
"70934009530","002432",24,""
"70934009542","002432",24,""
"70934009610","002432",24,""
"70934009610","010143",16,""
"70934009615","002432",24,""
"70934009615","010143",16,""
"70934009620","002432",24,""
"70934009620","010143",16,""
"70934009630","002432",24,""
"70934009630","010143",16,""
"70934009830","002432",24,""
"70934010290","002272",28,""
"70934010290","002537",169,""
"70934011190","002432",24,""
"70934013130","",0,"No Inactive Ingredients Reported"
"70934013235","",0,"No Inactive Ingredients Reported"
"70934013530","002537",169,""
"70934014804","002432",24,""
"70934015590","002272",28,""
"70934016530","002432",24,""
"70934016530","002537",169,""
"70934017190","002272",28,""
"70934019990","002432",24,""
"70934019990","002537",169,""
"70934021290","002537",169,""
"70934024490","002272",28,""
"70934024490","002432",24,""
"70934024490","002537",169,""
"70934024490","010138",14,""
"70934024490","010141",15,""
"70934024490","010143",16,""
"70934024590","002272",28,""
"70934024590","002432",24,""
"70934024590","002537",169,""
"70934024590","010138",14,""
"70934024590","010141",15,""
"70934024590","010143",16,""
"70934025590","",0,"No Inactive Ingredients Reported"
"70934026790","000915",73,""
"70934026790","002537",169,""
"70934026790","002598",83,""
"70934029130","002432",24,""
"70934033090","",0,"No Inactive Ingredients Reported"
"70934037530","",0,"No Inactive Ingredients Reported"
"70934037590","",0,"No Inactive Ingredients Reported"
"70934038890","000915",73,""
"70934038890","002537",169,""
"70934038890","002598",83,""
"70934046190","002432",24,""
"70934054420","",0,"No Inactive Ingredients Reported"
"70934061030","",0,"No Inactive Ingredients Reported"
"70934061090","",0,"No Inactive Ingredients Reported"
"70934078890","002537",169,""
"70934078898","002537",169,""
"70945010075","002468",39,""
"70954000510","002432",24,""
"70954000520","002432",24,""
"70954000530","002432",24,""
"70954001410","002432",24,""
"70954001410","002549",98,""
"70954001410","010138",14,""
"70954001410","010141",15,""
"70954001410","010143",16,""
"70954001510","002432",24,""
"70954001510","002549",98,""
"70954001510","010138",14,""
"70954001510","010141",15,""
"70954001510","010143",16,""
"70954001610","002432",24,""
"70954001610","002549",98,""
"70954001610","010138",14,""
"70954001610","010141",15,""
"70954001610","010143",16,""
"70954001710","002432",24,""
"70954001710","002549",98,""
"70954001710","010138",14,""
"70954001710","010141",15,""
"70954001710","010143",16,""
"70954001910","002432",24,""
"70954001910","002549",98,""
"70954001910","010143",16,""
"70954001920","002432",24,""
"70954001920","002549",98,""
"70954001920","010143",16,""
"70954001950","002432",24,""
"70954001950","002549",98,""
"70954001950","010143",16,""
"70954002010","002432",24,""
"70954002010","002549",98,""
"70954002010","010138",14,""
"70954002010","010141",15,""
"70954002010","010143",16,""
"70954002020","002432",24,""
"70954002020","002549",98,""
"70954002020","010138",14,""
"70954002020","010141",15,""
"70954002020","010143",16,""
"70954002110","002432",24,""
"70954002110","002549",98,""
"70954002110","010138",14,""
"70954002120","002432",24,""
"70954002120","002549",98,""
"70954002120","010138",14,""
"70954003330","002432",24,""
"70954003330","002537",169,""
"70954003430","002432",24,""
"70954003430","002537",169,""
"70954003620","",0,"No Inactive Ingredients Reported"
"70954004110","002549",98,""
"70954005110","002551",168,""
"70954005110","002599",92,""
"70954005110","002600",40,""
"70954005110","003203",33,""
"70954005110","010141",15,""
"70954005110","010143",16,""
"70954005120","002551",168,""
"70954005120","002599",92,""
"70954005120","002600",40,""
"70954005120","003203",33,""
"70954005120","010141",15,""
"70954005120","010143",16,""
"70954005610","002432",24,""
"70954005620","002432",24,""
"70954005710","002432",24,""
"70954005810","002432",24,""
"70954005820","002432",24,""
"70954005830","002432",24,""
"70954005840","002432",24,""
"70954005910","002432",24,""
"70954005920","002432",24,""
"70954005930","002432",24,""
"70954005940","002432",24,""
"70954006010","002432",24,""
"70954006020","002432",24,""
"70954006030","002432",24,""
"70954006110","002432",24,""
"70954007610","002432",24,""
"70954007610","002537",169,""
"70954007610","002549",98,""
"70954007710","002432",24,""
"70954007710","002537",169,""
"70954007710","002549",98,""
"70954008510","",0,"No Inactive Ingredients Reported"
"70954008520","",0,"No Inactive Ingredients Reported"
"70954013510","",0,"No Inactive Ingredients Reported"
"70954013520","",0,"No Inactive Ingredients Reported"
"70954013610","",0,"No Inactive Ingredients Reported"
"70954013620","",0,"No Inactive Ingredients Reported"
"70954013910","003203",33,""
"70954014010","002600",40,""
"70954014010","003203",33,""
"70954014810","001539",22,""
"70954014810","002598",83,""
"70954014810","002599",92,""
"70954014810","010138",14,""
"70954014810","010141",15,""
"70954015110","002468",39,""
"70954015110","002551",168,""
"70954015110","002598",83,""
"70954015110","002599",92,""
"70954015110","003203",33,""
"70954015110","010143",16,""
"70954015710","",0,"No Inactive Ingredients Reported"
"70954015810","010143",16,""
"70954015910","010138",14,""
"70954016810","002332",46,""
"70954018810","002599",92,""
"70954018810","003203",33,""
"70954020010","002432",24,""
"70954020010","010143",16,""
"70954020110","002432",24,""
"70954020120","002432",24,""
"70954020210","002432",24,""
"70954020220","002432",24,""
"70954021110","",0,"No Inactive Ingredients Reported"
"70954021120","",0,"No Inactive Ingredients Reported"
"70954021210","",0,"No Inactive Ingredients Reported"
"70954021220","",0,"No Inactive Ingredients Reported"
"70954022810","002549",98,""
"70954022810","010143",16,""
"70954024010","002332",46,""
"70954024010","002468",39,""
"70954024010","002598",83,""
"70954024010","002599",92,""
"70954024010","010143",16,""
"70954025220","002432",24,""
"70954025230","002432",24,""
"70954025510","002432",24,""
"70954025510","002549",98,""
"70954025510","010138",14,""
"70954025510","010141",15,""
"70954025510","010143",16,""
"70954025810","002551",168,""
"70954025810","002599",92,""
"70954025810","003203",33,""
"70954025810","010141",15,""
"70954026110","002468",39,""
"70954026110","002598",83,""
"70954026110","002599",92,""
"70954026110","002600",40,""
"70954026110","003203",33,""
"70954026110","010141",15,""
"70954026410","002332",46,""
"70954026410","002600",40,""
"70954026410","003203",33,""
"70954027310","002432",24,""
"70954027310","010141",15,""
"70954027310","010143",16,""
"70954027410","002432",24,""
"70954027510","002432",24,""
"70954027520","002432",24,""
"70954027610","002432",24,""
"70954027620","002432",24,""
"70954031610","002598",83,""
"70954031610","003203",33,""
"70954031910","002332",46,""
"70954031910","002468",39,""
"70954031910","002599",92,""
"70954031910","002600",40,""
"70954031910","003203",33,""
"70954031910","010143",16,""
"70954036510","002432",24,""
"70954036510","002549",98,""
"70954036510","010141",15,""
"70954036510","010143",16,""
"70954039010","002537",169,""
"70954039110","002537",169,""
"70954040110","002432",24,""
"70954040110","010141",15,""
"70954040110","010143",16,""
"70954040210","002432",24,""
"70954040310","002432",24,""
"70954040310","008923",56,""
"70954040310","010138",14,""
"70954040410","002432",24,""
"70954040410","010138",14,""
"70954040410","010143",16,""
"70954041210","",0,"No Inactive Ingredients Reported"
"70954041230","",0,"No Inactive Ingredients Reported"
"70954041240","",0,"No Inactive Ingredients Reported"
"70954041310","",0,"No Inactive Ingredients Reported"
"70954041330","",0,"No Inactive Ingredients Reported"
"70954041340","",0,"No Inactive Ingredients Reported"
"70954041410","010138",14,""
"70954041430","010138",14,""
"70954041440","010138",14,""
"70954044310","",0,"No Inactive Ingredients Reported"
"70954044320","",0,"No Inactive Ingredients Reported"
"70954044410","",0,"No Inactive Ingredients Reported"
"70954044420","",0,"No Inactive Ingredients Reported"
"70954045510","",0,"No Inactive Ingredients Reported"
"70954045520","",0,"No Inactive Ingredients Reported"
"70954045610","",0,"No Inactive Ingredients Reported"
"70954045620","",0,"No Inactive Ingredients Reported"
"70954048010","002432",24,""
"70954048110","002432",24,""
"70954048410","",0,"No Inactive Ingredients Reported"
"70954048420","",0,"No Inactive Ingredients Reported"
"70954048430","",0,"No Inactive Ingredients Reported"
"70954048440","",0,"No Inactive Ingredients Reported"
"70954048810","001539",22,""
"70954048810","002599",92,""
"70954048810","003203",33,""
"70954049210","002537",169,""
"70954049610","002332",46,""
"70954049610","003203",33,""
"70954050410","002432",24,""
"70954050410","002537",169,""
"70954050410","002549",98,""
"70954050410","010141",15,""
"70954050420","002432",24,""
"70954050420","002537",169,""
"70954050420","002549",98,""
"70954050420","010141",15,""
"70954051810","003203",33,""
"70954053810","010138",14,""
"70954053810","010141",15,""
"70954053810","010143",16,""
"70954054110","002432",24,""
"70954060010","002598",83,""
"70954068810","002432",24,""
"70954068910","002432",24,""
"70981070201","002464",65,""
"70981070201","002468",39,""
"70981070201","002530",31,""
"70981070201","010212",156,""
"71083002001","",0,"No Inactive Ingredients Reported"
"71083002005","",0,"No Inactive Ingredients Reported"
"71085000130","002468",39,""
"71085000205","002464",65,""
"71085000205","002468",39,""
"71085000300","003192",10,""
"71085000401","002468",39,""
"71085000401","007543",51,""
"71085000560","002468",39,""
"71085000660","002464",65,""
"71085000660","002468",39,""
"71085000760","002332",46,""
"71085000760","002468",39,""
"71085000860","002468",39,""
"71085000860","007543",51,""
"71085000930","002468",39,""
"71085000930","003203",33,""
"71085001150","002468",39,""
"71085001150","017614",158,""
"71090000101","002432",24,""
"71090000202","002432",24,""
"71090000202","002600",40,""
"71093011104","002272",28,""
"71093011104","002537",169,""
"71093011105","002272",28,""
"71093011105","002537",169,""
"71093011204","002272",28,""
"71093011204","002537",169,""
"71093011205","002272",28,""
"71093011205","002537",169,""
"71093011904","002432",24,""
"71093011905","002432",24,""
"71093011906","002432",24,""
"71093012004","002549",98,""
"71093012005","002549",98,""
"71093012104","002549",98,""
"71093012105","002549",98,""
"71093012204","002549",98,""
"71093012205","002549",98,""
"71093012701","002432",24,""
"71093012703","002432",24,""
"71093012705","002432",24,""
"71093012706","002432",24,""
"71093012801","002432",24,""
"71093012803","002432",24,""
"71093012805","002432",24,""
"71093012806","002432",24,""
"71093012901","002432",24,""
"71093012903","002432",24,""
"71093012905","002432",24,""
"71093013001","002432",24,""
"71093013003","002432",24,""
"71093013005","002432",24,""
"71093013101","002432",24,""
"71093013103","002432",24,""
"71093013105","002432",24,""
"71093013204","000915",73,""
"71093013204","002537",169,""
"71093013205","000915",73,""
"71093013205","002537",169,""
"71093013206","000915",73,""
"71093013206","002537",169,""
"71093013304","000915",73,""
"71093013304","002537",169,""
"71093013305","000915",73,""
"71093013305","002537",169,""
"71093013404","000915",73,""
"71093013404","002537",169,""
"71093013405","000915",73,""
"71093013405","002537",169,""
"71093013502","002332",46,""
"71093013502","002432",24,""
"71093013602","002332",46,""
"71093013602","002432",24,""
"71093013702","002332",46,""
"71093013702","002432",24,""
"71093013802","002332",46,""
"71093013802","002432",24,""
"71093013902","002332",46,""
"71093013902","002432",24,""
"71093014004","002537",169,""
"71093014005","002537",169,""
"71093014104","002537",169,""
"71093014105","002537",169,""
"71093014311","002468",39,""
"71093014311","008921",25,""
"71093014413","002332",46,""
"71093014413","002468",39,""
"71093014413","002599",92,""
"71093014413","003203",33,""
"71093014603","",0,"No Inactive Ingredients Reported"
"71093014605","",0,"No Inactive Ingredients Reported"
"71093014703","",0,"No Inactive Ingredients Reported"
"71093014706","",0,"No Inactive Ingredients Reported"
"71093014803","",0,"No Inactive Ingredients Reported"
"71093014806","",0,"No Inactive Ingredients Reported"
"71093015201","002432",24,""
"71093015201","002537",169,""
"71093015301","002432",24,""
"71093015301","002537",169,""
"71093015401","002432",24,""
"71093015401","002537",169,""
"71093015504","000915",73,""
"71093015504","002432",24,""
"71093015504","010138",14,""
"71093015504","010141",15,""
"71093015504","010143",16,""
"71093015506","000915",73,""
"71093015506","002432",24,""
"71093015506","010138",14,""
"71093015506","010141",15,""
"71093015506","010143",16,""
"71093015604","000915",73,""
"71093015604","002432",24,""
"71093015606","000915",73,""
"71093015606","002432",24,""
"71093016104","002272",28,""
"71093016104","002549",98,""
"71093016105","002272",28,""
"71093016105","002549",98,""
"71093016204","002272",28,""
"71093016204","002549",98,""
"71093016205","002272",28,""
"71093016205","002549",98,""
"71093016304","002272",28,""
"71093016304","002549",98,""
"71093016304","010138",14,""
"71093016304","010141",15,""
"71093016305","002272",28,""
"71093016305","002549",98,""
"71093016305","010138",14,""
"71093016305","010141",15,""
"71101021301","",0,"No Inactive Ingredients Reported"
"71101091105","002468",39,""
"71101091105","002537",169,""
"71101091105","003203",33,""
"71104048308","002551",168,""
"71104048308","002598",83,""
"71104048408","002551",168,""
"71104048408","002598",83,""
"71104048508","002551",168,""
"71104048508","002598",83,""
"71104048608","002551",168,""
"71104048608","002598",83,""
"71104048708","002551",168,""
"71104048708","002598",83,""
"71104048808","002551",168,""
"71104048808","002598",83,""
"71104048908","002551",168,""
"71104048908","002598",83,""
"71104049008","002551",168,""
"71104049008","002598",83,""
"71104049108","002551",168,""
"71104049108","002598",83,""
"71104049208","002551",168,""
"71104049208","002598",83,""
"71104080101","002551",168,""
"71104080101","002598",83,""
"71104080201","002551",168,""
"71104080201","002598",83,""
"71104080301","002551",168,""
"71104080301","002598",83,""
"71104080401","002551",168,""
"71104080401","002598",83,""
"71104080501","002551",168,""
"71104080501","002598",83,""
"71104080601","002551",168,""
"71104080601","002598",83,""
"71104080701","002551",168,""
"71104080701","002598",83,""
"71104080801","002551",168,""
